gene,symbol,score
ENSG00000156011,PSD3,3963.7677440965967
ENSG00000147408,CSGALNACT1,3714.2644720221488
ENSG00000175445,LPL,4239.534792701937
ENSG00000168546,GFRA2,5000.795522234744
ENSG00000158856,DMTN,2860.4077413034875
ENSG00000104722,NEFM,4764.041140081003
ENSG00000277586,NEFL,5871.708932237478
ENSG00000120885,CLU,4548.036735309425
ENSG00000171320,ESCO2,16945.70314936043
ENSG00000168078,,2728.843187732478
ENSG00000120875,DUSP4,3665.3547004079455
ENSG00000156687,UNC5D,4484.215056300522
ENSG00000104368,PLAT,3300.7726481986515
ENSG00000104738,MCM4,3548.690712408249
ENSG00000147481,SNTG1,4556.058886985412
ENSG00000147488,ST18,2620.4167972443233
ENSG00000147509,RGS20,1171.1213873202414
ENSG00000206579,XKR4,3724.788888091549
ENSG00000254087,LYN,8584.775539582462
ENSG00000181195,PENK,3703.1295736742836
ENSG00000171316,CHD7,4398.915264681436
ENSG00000185942,NKAIN3,4262.755804271714
ENSG00000046889,PREX2,4070.230546503067
ENSG00000165084,C8orf34,4488.702195181856
ENSG00000137573,SULF1,5292.966865940599
ENSG00000091656,ZFHX4,3559.8894495859113
ENSG00000104435,STMN2,38337.547170129634
ENSG00000164684,ZNF704,4486.370130105196
ENSG00000076641,PAG1,4303.5007924896045
ENSG00000164687,FABP5,7668.8400874892195
ENSG00000147588,PMP2,9878.346410844164
ENSG00000104267,CA2,3471.9990750692955
ENSG00000123119,NECAB1,2617.464858748595
ENSG00000147606,SLC26A7,6839.4949113321545
ENSG00000253901,,
ENSG00000079102,RUNX1T1,6443.818210298732
ENSG00000104490,NCALD,4241.11923983156
ENSG00000176406,RIMS2,2947.5125047427437
ENSG00000169946,ZFPM2,3241.341356541366
ENSG00000154188,ANGPT1,239605.26098276835
ENSG00000147655,RSPO2,15157.815802452138
ENSG00000147642,SYBU,3846.4163082117157
ENSG00000164796,CSMD3,3599.1997532476244
ENSG00000164754,RAD21,4482.950504866106
ENSG00000170961,HAS2,5426.36632259234
ENSG00000156802,ATAD2,4616.4661408407555
ENSG00000156804,FBXO32,4448.5182355993165
ENSG00000104549,SQLE,5865.5577510491075
ENSG00000155897,ADCY8,8452.527684424358
ENSG00000184156,KCNQ3,4145.862900147961
ENSG00000155926,SLA,10058.77566425849
ENSG00000104419,NDRG1,4039.3922735109854
ENSG00000008513,ST3GAL1,4121.691461794004
ENSG00000198576,ARC,6486.149171360156
ENSG00000080503,SMARCA2,3667.571073266414
ENSG00000236404,VLDLR-AS1,4350.57866220806
ENSG00000147852,VLDLR,3459.0335001890926
ENSG00000107249,GLIS3,7991.783451360352
ENSG00000106688,SLC1A1,5212.45539046194
ENSG00000153707,PTPRD,5933.361343335631
ENSG00000234021,,3441.765508409266
ENSG00000147862,NFIB,13004.49663059724
ENSG00000155886,SLC24A2,4728.316446447724
ENSG00000107105,ELAVL2,4193.0959901469105
ENSG00000120162,MOB3B,3344.722306910794
ENSG00000174482,LINGO2,11127.24160318248
ENSG00000198467,TPM2,4300.401593711784
ENSG00000106714,CNTNAP3,4695.3484146157325
ENSG00000172014,ANKRD20A4P,4350.215183635277
ENSG00000135063,ENTREP1,9712.848552885047
ENSG00000083067,TRPM3,2045.3586780148557
ENSG00000135046,ANXA1,
ENSG00000198963,RORB,4202.325819998878
ENSG00000135069,PSAT1,3411.7028804699466
ENSG00000106829,TLE4,4426.634883348723
ENSG00000172159,FRMD3,3898.0731822015237
ENSG00000148053,NTRK2,3856.6852407808547
ENSG00000123975,CKS2,4439.8334212442005
ENSG00000165023,DIRAS2,7178.320865832674
ENSG00000136938,ANP32B,4427.11257821557
ENSG00000136928,GABBR2,3810.424132352228
ENSG00000136824,SMC2,4387.495327652826
ENSG00000165029,ABCA1,3908.4232398474655
ENSG00000260230,FRRS1L,4310.886059407511
ENSG00000165124,SVEP1,33882.104817135914
ENSG00000041982,TNC,5064.253150502882
ENSG00000148175,STOM,3844.075155370774
ENSG00000148204,CRB2,6925.964930446911
ENSG00000188229,TUBB4B,4623.043088113535
ENSG00000148926,ADM,
ENSG00000262655,SPON1,2896.4752699443484
ENSG00000110693,SOX6,1886.2056337947567
ENSG00000134333,LDHA,4036.2146249332736
ENSG00000166833,NAV2,3643.277100626349
ENSG00000165973,NELL1,10435.911510394073
ENSG00000091664,SLC17A6,4506.962288309653
ENSG00000187398,LUZP2,3101.3161830366325
ENSG00000134343,ANO3,7372.241644543473
ENSG00000205213,LGR4,4703.429668588575
ENSG00000228061,,5326.738239473054
ENSG00000007372,PAX6,3854.777595868305
ENSG00000049449,RCN1,5254.800123501721
ENSG00000026508,CD44,16767.04066920663
ENSG00000148948,LRRC4C,3069.7634313640483
ENSG00000019505,SYT13,3945.536865878573
ENSG00000086205,FOLH1,2274.8186773158113
ENSG00000189057,FAM111B,1041.6057483186225
ENSG00000110042,DTX4,3662.884110196833
ENSG00000245532,NEAT1,5005.788624799182
ENSG00000021300,PLEKHB1,1706.1938537048748
ENSG00000149243,KLHL35,4639.130308036166
ENSG00000149256,TENM4,4764.263333594011
ENSG00000150672,DLG2,3817.484698290664
ENSG00000168959,GRM5,5147.908235357784
ENSG00000165323,FAT3,4492.127819799337
ENSG00000110318,CEP126,4641.36953780339
ENSG00000152558,TMEM123,4761.937967694644
ENSG00000152578,GRIA4,4252.283911045035
ENSG00000152402,GUCY1A2,4658.607541207394
ENSG00000110675,ELMOD1,4362.506644715633
ENSG00000110660,SLC35F2,2911.703231040562
ENSG00000137727,ARHGAP20,4269.387231723464
ENSG00000109846,CRYAB,3422.773629880614
ENSG00000166682,TMPRSS5,3312.1426412001692
ENSG00000109906,ZBTB16,5061.955965909364
ENSG00000182985,CADM1,4738.023642954476
ENSG00000188486,H2AX,3714.4586108421645
ENSG00000137642,SORL1,3752.3226325382616
ENSG00000166250,CLMP,4784.295496471284
ENSG00000165478,HEPACAM,8020.701651654916
ENSG00000149554,CHEK1,2501.319970599629
ENSG00000149571,KIRREL3,5078.6356151169
ENSG00000182667,NTM,5024.769357532399
