,gene_name,total_highly_variable,total_velocity_genes,total_fit_loss,total_fit_llf,total_fit_sr2,total_fit_ur2,317s1_highly_variable,317s1_velocity_genes,317s1_fit_loss,317s1_fit_llf,317s1_fit_sr2,317s1_fit_ur2,317s2_highly_variable,317s2_velocity_genes,317s2_fit_loss,317s2_fit_llf,317s2_fit_sr2,317s2_fit_ur2,320s1_highly_variable,320s1_velocity_genes,320s1_fit_loss,320s1_fit_llf,320s1_fit_sr2,320s1_fit_ur2,320s2_highly_variable,320s2_velocity_genes,320s2_fit_loss,320s2_fit_llf,320s2_fit_sr2,320s2_fit_ur2,323s1_highly_variable,323s1_velocity_genes,323s1_fit_loss,323s1_fit_llf,323s1_fit_sr2,323s1_fit_ur2,323s2_highly_variable,323s2_velocity_genes,323s2_fit_loss,323s2_fit_llf,323s2_fit_sr2,323s2_fit_ur2,326s1_highly_variable,326s1_velocity_genes,326s1_fit_loss,326s1_fit_llf,326s1_fit_sr2,326s1_fit_ur2,326s2_highly_variable,326s2_velocity_genes,326s2_fit_loss,326s2_fit_llf,326s2_fit_sr2,326s2_fit_ur2,329s1_highly_variable,329s1_velocity_genes,329s1_fit_loss,329s1_fit_llf,329s1_fit_sr2,329s1_fit_ur2,329s2_highly_variable,329s2_velocity_genes,329s2_fit_loss,329s2_fit_llf,329s2_fit_sr2,329s2_fit_ur2,overdisp_S,overdisp_U,nonzero_S,nonzero_U
10,1700011H14Rik,True,True,1.1205185651779175,5432.31884765625,0.6001487970352173,0.4654977321624756,True,True,0.2321634292602539,7305.87744140625,0.7869110107421875,0.5258463621139526,True,True,0.24257953464984894,8317.9638671875,0.7833001017570496,0.5638810396194458,True,True,0.26338183879852295,7553.56689453125,0.7990643978118896,0.5147148370742798,True,True,0.1997656375169754,8402.263671875,0.7765308618545532,0.5975302457809448,True,True,0.20478364825248718,8105.8349609375,0.757533073425293,0.5890507102012634,True,True,0.24878768622875214,7849.81396484375,0.7836013436317444,0.533698558807373,True,True,0.20657818019390106,8105.7744140625,0.8010754585266113,0.5757839679718018,True,True,0.2768210172653198,7867.89453125,0.7779737710952759,0.5251654386520386,True,True,0.2270783632993698,8329.267578125,0.8001678586006165,0.5325335264205933,True,True,0.2017490267753601,7789.00146484375,0.7786841988563538,0.6376098394393921,0.235479236105019,0.293848632289273,0.3400974025974026,0.03841991341991342
11,1700020I14Rik,,,,,,,True,False,0.07848085463047028,1812.1650390625,-32.730674743652344,-10.937186241149902,True,False,0.05347292497754097,2399.1083984375,-18.49098014831543,-7.50611686706543,,,,,,,True,False,0.03525547310709953,3847.33154296875,-18.46036148071289,-4.694359302520752,True,False,0.05893978849053383,1463.8447265625,-20.89185333251953,-8.627385139465332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82044589051292,inf,0.29383116883116883,0.09442640692640693
12,1700023F06Rik,True,True,0.01697232760488987,7501.66259765625,-0.03076481819152832,0.26827651262283325,True,False,0.03357880190014839,5518.091796875,-15.856294631958008,-4.552798748016357,,,,,,,True,False,0.04360390827059746,5561.564453125,-20.594711303710938,-5.417121410369873,True,False,0.055921655148267746,4552.95654296875,-26.10740852355957,-6.4532575607299805,True,False,0.043110184371471405,5453.4775390625,-18.651962280273438,-4.43174934387207,True,False,0.045623816549777985,4659.6201171875,-19.19190788269043,-6.39687442779541,,,,,,,True,False,0.051098234951496124,4299.9423828125,-23.580339431762695,-6.907644748687744,True,False,0.03483648970723152,5713.3935546875,-19.9611759185791,-4.541166305541992,True,False,0.038818661123514175,5128.7109375,-12.886419296264648,-4.132529258728027,1.48645931618978,0.985548595883257,0.1536796536796537,0.03354978354978355
13,1700026L06Rik,True,False,0.032500218600034714,6537.7900390625,-16.72209930419922,-3.8881940841674805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747261478212526,0.275853185598394,0.07927489177489178,0.010822510822510824
14,1700030K09Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.04382188990712166,-18538.453125,-32.19889831542969,-44.433475494384766,7.40383786964698,2.58636834385712,0.07278138528138528,0.10119047619047619
15,1700086L19Rik,True,True,3.004089832305908,3168.031982421875,0.7170799970626831,0.6636890172958374,True,True,1.10191810131073,5012.77734375,0.55852210521698,0.4560454487800598,True,True,0.9513413906097412,5449.59814453125,0.678574800491333,0.5825737118721008,True,True,1.0694516897201538,5394.98779296875,0.5655730366706848,0.49497026205062866,True,True,0.8975868821144104,5209.623046875,0.6703451871871948,0.5891015529632568,True,True,0.86356121301651,5570.90234375,0.6954907178878784,0.5961164832115173,True,True,0.7700636386871338,5534.8046875,0.7304542064666748,0.6312962770462036,True,True,0.8744732141494751,5349.6376953125,0.7081122994422913,0.5810680389404297,True,True,0.8411449193954468,5708.197265625,0.7304539680480957,0.6040524244308472,True,True,0.7107648849487305,5965.0224609375,0.693305492401123,0.6802880764007568,True,True,1.0649720430374146,4830.048828125,0.670491099357605,0.48517465591430664,0.281441704447859,0.176241732599741,0.4494047619047619,0.10037878787878787
16,1810013L24Rik,,,,,,,,,,,,,True,False,0.028792012482881546,1148.8779296875,-23.602985382080078,-9.653443336486816,,,,,,,True,False,0.028790097683668137,153.50146484375,-17.907352447509766,-9.470048904418945,,,,,,,True,False,0.046056315302848816,-298.6142578125,-26.69852066040039,-14.914307594299316,,,,,,,,,,,,,True,False,0.0955461785197258,-8536.357421875,-42.86191177368164,-33.7337646484375,,,,,,,19.6434650821833,2.87497626826654,0.16206709956709958,0.12337662337662338
17,1810022K09Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.08931458741426468,-9193.0849609375,-18.166738510131836,-20.177539825439453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41106958170379,21.9457593983599,0.18614718614718614,0.21915584415584416
18,1810041L15Rik,True,True,0.048479676246643066,5372.11572265625,-0.15057003498077393,0.13991022109985352,True,True,0.007731612306088209,8464.3681640625,-0.029526829719543457,0.4908432960510254,True,True,0.02101813070476055,7178.4462890625,-0.03432881832122803,-0.3084813356399536,True,True,0.006902009714394808,8328.423828125,-0.0375978946685791,0.4940927028656006,True,True,0.02083444409072399,7103.4755859375,0.01789146661758423,-0.27412164211273193,True,True,0.013615131378173828,6500.45849609375,-0.17658865451812744,-0.2258162498474121,True,True,0.02565917931497097,7347.8193359375,0.07195085287094116,-0.3164951801300049,True,True,0.006484404671937227,8697.8134765625,0.011401474475860596,0.4981829524040222,True,True,0.021986883133649826,6765.197265625,0.0062465667724609375,-0.30761241912841797,True,True,0.016797984018921852,7630.21875,-0.14536499977111816,-0.24220538139343262,True,True,0.019119028002023697,6322.3916015625,0.042933523654937744,-0.27420973777770996,0.448061236715763,0.188294095744909,0.1471861471861472,0.031114718614718616
19,2010107G23Rik,True,False,0.5978618264198303,6359.84423828125,-16.90172576904297,-0.6037006378173828,True,False,0.2943393886089325,6781.21240234375,-25.376066207885742,-2.7623488903045654,True,False,0.3294339179992676,6982.19091796875,-22.297576904296875,-2.158503532409668,True,False,0.34830912947654724,6552.18505859375,-24.77141571044922,-2.8768467903137207,True,False,0.28181833028793335,6618.11474609375,-23.492172241210938,-2.306201934814453,True,False,0.2398434430360794,6837.9130859375,-19.278547286987305,-1.5490987300872803,True,False,0.48024746775627136,6076.2158203125,-36.44290542602539,-4.713320255279541,True,False,0.32939761877059937,6098.171875,-20.011383056640625,-2.310227870941162,True,False,0.21252703666687012,8366.515625,-22.54901695251465,-1.8977906703948975,True,False,0.28633227944374084,7648.658203125,-23.824485778808594,-2.0279691219329834,True,False,0.22327597439289093,6546.5009765625,-16.344905853271484,-1.7213671207427979,1.55654137779288,0.864231944262215,0.49431818181818177,0.022186147186147188
20,2210013O21Rik,True,False,1.7399452924728394,2990.13232421875,-9.34180736541748,-2.1732051372528076,True,False,0.44952553510665894,4340.00830078125,-8.720216751098633,-2.415464162826538,True,False,0.6069096922874451,4052.155029296875,-15.081729888916016,-3.358670234680176,True,False,0.5504094362258911,4035.921142578125,-11.424800872802734,-3.2204818725585938,True,False,0.4757024645805359,4638.71630859375,-9.581789016723633,-2.2956809997558594,True,False,0.4022391438484192,4817.98974609375,-10.596211433410645,-2.061915397644043,True,False,0.5747356414794922,4184.97265625,-9.778626441955566,-3.0257768630981445,True,False,0.6245976090431213,4154.328125,-14.894174575805664,-3.479485511779785,True,False,0.48972606658935547,4063.719970703125,-10.811151504516602,-2.690964460372925,True,False,0.5594117045402527,3926.76123046875,-14.665493965148926,-2.8333263397216797,True,False,0.4810534715652466,4354.67236328125,-9.24359130859375,-2.7749078273773193,2.30947371578693,1.58871805634844,0.6731601731601731,0.0946969696969697
21,2210019I11Rik,True,False,0.38603052496910095,-21363.001953125,-63.9036865234375,-67.80774688720703,True,False,0.08506179600954056,-35587.79296875,-38.95789337158203,-91.84971618652344,True,False,0.10840041190385818,-10436.474609375,-50.26658630371094,-40.93751525878906,,,,,,,True,False,0.0863865464925766,-8307.1416015625,-54.510704040527344,-41.07216262817383,True,False,0.07999648153781891,-26419.71484375,-47.93799591064453,-67.29489135742188,True,False,0.1067298874258995,-7884.55859375,-67.29466247558594,-46.60544204711914,True,False,0.19701717793941498,-9040.8037109375,-92.10871124267578,-67.98049926757812,True,False,0.09057721495628357,-18548.349609375,-42.491268157958984,-62.302162170410156,True,False,0.20266059041023254,-17154.857421875,-108.27337646484375,-97.94178771972656,True,False,0.2069350630044937,-35605.1171875,-73.59642028808594,-141.24749755859375,0.0951694613940216,0.346859472401331,0.03760822510822511,0.12716450216450215
22,2310009B15Rik,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.037815552204847336,5027.66796875,-22.129722595214844,-3.8830103874206543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1598550788003,20639.9416078356,0.3241341991341991,0.04897186147186147
23,2310022B05Rik,True,False,0.47011134028434753,8647.1357421875,-9.631627082824707,-1.7432291507720947,,,,,,,,,,,,,True,False,0.17462566494941711,8826.802734375,-10.420872688293457,-2.639979600906372,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.18630430102348328,9042.568359375,-13.870217323303223,-2.7275073528289795,,,,,,,,,,,,,2.80801868217822,inf,0.4599567099567099,0.008658008658008658
24,2310030G06Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03455299139022827,5204.12890625,-21.180110931396484,-4.8992204666137695,,,,,,,,,,,,,25.0105308408546,0.684468027247729,0.306547619047619,0.04897186147186147
25,2310033P09Rik,,,,,,,True,False,0.07148945331573486,2213.716796875,-29.460994720458984,-9.431084632873535,True,False,0.10377390682697296,1162.424560546875,-33.30348587036133,-13.78197956085205,True,False,0.059883587062358856,3095.375732421875,-23.249963760375977,-6.961316108703613,True,False,0.09778991341590881,1807.040771484375,-40.781471252441406,-12.629999160766602,True,False,0.06427766382694244,1436.806640625,-20.793399810791016,-9.28323745727539,,,,,,,True,False,0.08866973221302032,1575.066650390625,-23.313785552978516,-10.78731918334961,True,False,0.0694526806473732,1843.447998046875,-30.894710540771484,-10.85781478881836,True,False,0.044488560408353806,3469.31689453125,-20.762495040893555,-5.167652130126953,True,False,0.06529685109853745,2655.737548828125,-18.907976150512695,-7.043705940246582,2.55922425426141,7.86659801270247,0.31926406926406925,0.09740259740259741
26,2310035C23Rik,,,,,,,True,False,0.05834444612264633,-12492.08984375,-21.233905792236328,-34.771236419677734,True,False,0.06667172163724899,-14589.33203125,-25.32674789428711,-43.71903991699219,True,False,0.052830081433057785,-8039.5546875,-25.986970901489258,-32.69868087768555,,,,,,,,,,,,,,,,,,,True,False,0.049829013645648956,-9056.8759765625,-22.273496627807617,-33.012969970703125,True,False,0.06290435045957565,-7742.1435546875,-31.125995635986328,-35.54890441894531,,,,,,,True,False,0.12127479165792465,-19109.283203125,-39.92572784423828,-71.03399658203125,2.19311839006979,1.98481273229919,0.0911796536796537,0.1810064935064935
27,2310061I04Rik,,,,,,,True,False,0.027561716735363007,7910.9765625,-15.89395523071289,-2.5284171104431152,True,False,0.039387449622154236,6602.9853515625,-19.939348220825195,-4.562668323516846,,,,,,,True,False,0.024264220148324966,6878.74609375,-21.239084243774414,-3.184335708618164,True,False,0.03253043070435524,6953.6083984375,-17.545957565307617,-3.8184776306152344,True,False,0.036167748272418976,6888.984375,-17.24367904663086,-4.002364158630371,True,False,0.04631875082850456,6037.22021484375,-24.34909439086914,-5.083489418029785,True,False,0.03393157199025154,7779.919921875,-17.27199935913086,-3.5206761360168457,True,False,0.02953309752047062,7192.72802734375,-23.50751495361328,-3.750218391418457,True,False,0.04666222259402275,6464.658203125,-19.04108428955078,-4.459751129150391,3.79278577561389,0.392490677729505,0.2508116883116883,0.021103896103896104
28,2410089E03Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.11038815975189209,-36726.22265625,-41.63449478149414,-93.03658294677734,,,,,,,,,,,,,True,False,0.05887310951948166,-19733.65625,-27.52880859375,-58.12464141845703,,,,,,,,,,,,,inf,1.30816748538455,0.0817099567099567,0.17694805194805194
29,2510009E07Rik,True,True,0.0025580693036317825,6472.1220703125,0.48344749212265015,0.4507712721824646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18508770565448,0.656570551128511,0.05735930735930736,0.06222943722943723
30,2510039O18Rik,,,,,,,,,,,,,,,,,,,True,False,0.061440322548151016,5514.3369140625,-26.203449249267578,-6.372076511383057,True,False,0.05727729946374893,5535.1884765625,-25.799348831176758,-5.889281749725342,,,,,,,True,False,0.058287061750888824,4889.94921875,-25.37590789794922,-6.2979583740234375,,,,,,,True,False,0.05722348764538765,5630.68212890625,-31.844112396240234,-5.749515056610107,True,False,0.04295571893453598,5236.6181640625,-26.867773056030273,-5.723201751708984,,,,,,,13.24129342067,0.898554691179822,0.3079004329004329,0.027326839826839824
31,2610002M06Rik,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03463311865925789,6731.73828125,-28.10136604309082,-3.7896790504455566,,,,,,,True,False,0.04446517303586006,6196.14404296875,-25.21521759033203,-6.246630668640137,,,,,,,,,,,,,,,,,,,,,,,,,2.67731277049601,0.220735035895118,0.22402597402597402,0.021645021645021648
32,2610008E11Rik,,,,,,,True,False,0.06794440746307373,-7330.927734375,-42.71848678588867,-36.685462951660156,True,False,0.039737943559885025,-5928.2353515625,-24.79296112060547,-22.031570434570312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03949173539876938,-5553.2255859375,-25.788257598876953,-19.909154891967773,,,,,,,2.86290973629374,1.14335532663137,0.09983766233766235,0.0946969696969697
33,2610035D17Rik,True,False,60.00788879394531,-4662953.5,-14.695942878723145,-2655.2822265625,True,False,13.929933547973633,-3814325.0,-21.296777725219727,-2201.458984375,True,False,14.391447067260742,-2603118.75,-20.675329208374023,-1839.479248046875,True,True,0.013413413427770138,-6215.3798828125,0.06991058588027954,-1.071922779083252,True,False,25.84454917907715,-3713588.5,-37.34464645385742,-2963.864990234375,True,False,25.926631927490234,-3801691.0,-27.07408332824707,-3140.24951171875,True,True,0.013093603774905205,-6110.6357421875,0.09106701612472534,-1.1069774627685547,True,False,18.97895622253418,-3076360.75,-24.810832977294922,-2453.40087890625,True,False,17.180328369140625,-3187884.5,-30.053970336914062,-2789.0771484375,True,True,0.014505182392895222,-6263.841796875,0.06246840953826904,-1.1253278255462646,True,False,15.73149585723877,-2523140.5,-19.776325225830078,-1807.97119140625,1.15064840826614,0.512676321204512,0.23457792207792208,0.5051406926406926
34,2610037D02Rik,True,False,0.12646633386611938,-11583.9375,-27.762075424194336,-18.987741470336914,True,False,0.047936707735061646,-4430.2900390625,-30.58013153076172,-17.979816436767578,True,False,0.09599434584379196,-21279.81640625,-32.28070831298828,-39.23116683959961,True,False,0.037549298256635666,-5722.57861328125,-19.155982971191406,-14.527604103088379,True,False,0.030965527519583702,-2014.47705078125,-21.99235725402832,-10.100707054138184,,,,,,,True,False,0.051019445061683655,-4250.275390625,-25.576873779296875,-14.6889009475708,True,False,0.03618190437555313,-2968.87353515625,-27.269596099853516,-14.89515209197998,True,False,0.04085637256503105,-543.41845703125,-35.789306640625,-12.297536849975586,,,,,,,True,False,0.027213100343942642,-1211.76953125,-23.44656753540039,-10.366360664367676,2.76043089565212,0.95822918138116,0.13961038961038963,0.10930735930735931
35,2610301B20Rik,,,,,,,,,,,,,,,,,,,True,False,0.03304485231637955,1885.92724609375,-29.54802131652832,-13.422839164733887,,,,,,,,,,,,,True,False,0.025104492902755737,2810.976318359375,-23.563940048217773,-8.668267250061035,,,,,,,,,,,,,,,,,,,True,False,0.04833275452256203,-1681.9306640625,-24.489656448364258,-17.722944259643555,9.02448186030171,2.26400500440364,0.1471861471861472,0.06466450216450216
36,2610507B11Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.028829017654061317,3650.06982421875,-37.32298278808594,-11.661054611206055,,,,,,,,,,,,,,,,,,,3.1733619051206,1.19996495886979,0.13636363636363635,0.03760822510822511
37,2700049A03Rik,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.0447927862405777,-5334.81103515625,-16.807147979736328,-12.896987915039062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.10576623678207397,-12496.8388671875,-32.63804244995117,-31.027381896972656,1.66766794576211,1.09833210262378,0.18912337662337664,0.1314935064935065
38,2700094K13Rik,,,,,,,True,True,0.01202949695289135,7545.92236328125,0.329636812210083,-0.5045498609542847,,,,,,,True,False,0.038817428052425385,5797.2705078125,-32.35048294067383,-3.8805975914001465,,,,,,,True,False,0.03232384845614433,5041.97021484375,-26.10095977783203,-4.046943664550781,,,,,,,,,,,,,,,,,,,True,True,0.011226847767829895,7442.8193359375,0.2915721535682678,-0.390582799911499,,,,,,,0.576710788399976,0.375724291124944,0.1810064935064935,0.029491341991341995
39,2810403A07Rik,,,,,,,,,,,,,True,False,0.06762860715389252,-9124.314453125,-24.690874099731445,-24.157217025756836,True,False,0.05088557302951813,-4693.70556640625,-22.072879791259766,-19.88369369506836,,,,,,,,,,,,,True,False,0.0781618058681488,-9408.2099609375,-25.798236846923828,-33.799774169921875,,,,,,,True,False,0.15917733311653137,-11852.3193359375,-57.48811721801758,-62.96591567993164,,,,,,,True,False,0.10612376034259796,-20181.125,-26.423723220825195,-43.41703796386719,5.04590758213262,4.52726301443817,0.1571969696969697,0.2058982683982684
40,2810417H13Rik,True,False,9.614009857177734,7087.822265625,-26.07583999633789,-0.7710351943969727,True,True,1.3202461004257202,9774.580078125,0.4640171527862549,-0.12393784523010254,True,False,2.4394941329956055,9224.01171875,-26.941078186035156,-1.597646713256836,True,True,0.9442083239555359,10406.3388671875,0.3521762490272522,-0.10006344318389893,True,False,3.3477392196655273,8290.6875,-37.14982604980469,-1.6228549480438232,True,True,1.0614551305770874,9948.0009765625,0.2150476574897766,-0.10782575607299805,True,False,3.193368911743164,8835.935546875,-29.11333465576172,-1.927274465560913,True,False,3.4001636505126953,9345.4638671875,-35.86116409301758,-2.1077327728271484,True,True,1.015526294708252,9818.365234375,0.19175952672958374,-0.13287103176116943,True,True,1.3463300466537476,10461.5693359375,-0.21568262577056885,-0.11068689823150635,True,True,1.0378658771514893,9819.83984375,0.22150135040283203,-0.13514554500579834,0.0703783032093621,0.0720863800958829,0.19426406926406925,0.010281385281385282
41,2810474O19Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.01896929368376732,6053.20751953125,-15.879621505737305,-3.618298053741455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58976369933405,inf,0.21428571428571427,0.01731601731601732
42,2900026A02Rik,,,,,,,True,False,0.12862710654735565,-9899.169921875,-27.555715560913086,-22.932510375976562,,,,,,,True,False,0.12607108056545258,-15630.6640625,-19.394193649291992,-30.047626495361328,True,False,0.12151207774877548,-4773.173828125,-36.88751220703125,-20.381210327148438,True,False,0.10758358985185623,-19065.275390625,-17.9034366607666,-22.251035690307617,True,False,0.14306418597698212,-12882.84765625,-26.265045166015625,-31.42072296142578,True,False,0.11987745016813278,-8716.896484375,-28.75371551513672,-26.47389793395996,True,False,0.12068288028240204,-6589.45947265625,-24.729625701904297,-19.03421401977539,True,False,0.1393163502216339,-16386.8515625,-28.256385803222656,-27.417434692382812,True,False,0.15406402945518494,-14426.55078125,-24.789688110351562,-30.825912475585938,2.03187962404829,1.08778235193302,0.2196969696969697,0.17343073593073594
43,2900076A07Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.04804033786058426,-946.06298828125,-29.49536895751953,-16.757104873657227,,,,,,,True,False,0.07350396364927292,-7516.19921875,-39.435951232910156,-34.89163589477539,,,,,,,2.74855701665339,3.29811225362949,0.10470779220779221,0.12878787878787878
44,3010003L21Rik,,,,,,,,,,,,,,,,,,,True,False,0.03179224953055382,-13576.677734375,-28.64715576171875,-36.23820114135742,True,False,0.07593630999326706,-31169.44140625,-46.13376998901367,-78.60722351074219,,,,,,,,,,,,,,,,,,,True,False,0.03081541508436203,-16155.546875,-23.045183181762695,-32.19875717163086,,,,,,,,,,,,,0.918900261590059,4.53355713521315,0.057900432900432904,0.11580086580086581
