,gene_name,total_highly_variable,total_velocity_genes,total_fit_loss,317s1_highly_variable,317s1_velocity_genes,317s1_fit_loss,317s2_highly_variable,317s2_velocity_genes,317s2_fit_loss,320s1_highly_variable,320s1_velocity_genes,320s1_fit_loss,320s2_highly_variable,320s2_velocity_genes,320s2_fit_loss,323s1_highly_variable,323s1_velocity_genes,323s1_fit_loss,323s2_highly_variable,323s2_velocity_genes,323s2_fit_loss,326s1_highly_variable,326s1_velocity_genes,326s1_fit_loss,326s2_highly_variable,326s2_velocity_genes,326s2_fit_loss,329s1_highly_variable,329s1_velocity_genes,329s1_fit_loss,329s2_highly_variable,329s2_velocity_genes,329s2_fit_loss,overdisp_S,overdisp_U,nonzero_S,nonzero_U
0,0610007P14Rik,,,,,,,True,False,0.0852002426981926,True,False,0.061694931238889694,,,,,,,,,,True,False,0.07516703754663467,,,,,,,,,,1.93484540471318,4.67139952377687,0.47754329004329,0.03598484848484848
1,0610010F05Rik,True,False,0.2917865514755249,,,,True,False,0.08865507692098618,True,False,0.0666307732462883,True,False,0.057579949498176575,True,False,0.07921887934207916,,,,,,,True,False,0.1090332493185997,True,False,0.040069639682769775,True,False,0.06021320819854736,3.71065563542032,1.52481302937315,0.13068181818181818,0.14123376623376624
2,0610011F06Rik,True,True,0.16079309582710266,True,True,0.05327014997601509,True,False,0.5021358728408813,True,True,0.047103144228458405,True,False,0.579307496547699,True,False,0.3888244032859802,True,True,0.036748383194208145,True,False,0.4410281479358673,True,False,0.5060306191444397,True,False,0.560360312461853,True,True,0.044885553419589996,3.85119029139053,2.76272064499163,0.5762987012987013,0.43127705627705626
3,0610030E20Rik,True,False,0.03839343413710594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56372931131684,1.26801004251522,0.17261904761904762,0.024350649350649352
4,0610040J01Rik,,,,,,,,,,,,,True,False,0.19594600796699524,True,False,0.3770093321800232,True,False,0.37312719225883484,,,,,,,,,,True,False,0.38920044898986816,4.90117593480987,1.70081125044282,0.5054112554112553,0.37662337662337664
5,1110002L01Rik,True,False,0.03361287713050842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513534292093073,0.570065500501928,0.04193722943722944,0.07061688311688313
6,1110034G24Rik,True,False,0.05721164867281914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63405900731159,0.475375801012027,0.13014069264069264,0.03841991341991342
7,1110037F02Rik,,,,,,,True,False,0.03027140162885189,,,,,,,,,,,,,,,,,,,,,,,,,4.25836009083094,1.00775114751732,0.18019480519480519,0.11309523809523811
8,1500009L16Rik,True,True,0.23680008947849274,True,False,0.2875896990299225,True,False,0.34864723682403564,True,True,0.06827492266893387,True,True,0.05927559733390808,True,True,0.05752693489193916,True,False,0.38843441009521484,True,False,0.5338865518569946,True,True,0.061956364661455154,True,False,0.28843483328819275,True,False,0.2092648148536682,0.507570593090844,0.20549711903446,0.2878787878787879,0.024891774891774892
9,1600020E01Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.05302996188402176,113.655540868856,0.849939259619886,0.1279761904761905,0.08414502164502165
10,1700011H14Rik,True,True,1.1205185651779175,True,True,0.2321634292602539,True,True,0.24257953464984894,True,True,0.26338183879852295,True,True,0.1997656375169754,True,True,0.20478364825248718,True,True,0.24878768622875214,True,True,0.20657818019390106,True,True,0.2768210172653198,True,True,0.2270783632993698,True,True,0.2017490267753601,0.235479236105019,0.293848632289273,0.3400974025974026,0.03841991341991342
11,1700020I14Rik,,,,True,False,0.07848085463047028,True,False,0.05347292497754097,,,,True,False,0.03525547310709953,True,False,0.05893978849053383,,,,,,,,,,,,,,,,2.82044589051292,inf,0.29383116883116883,0.09442640692640693
12,1700023F06Rik,True,True,0.01697232760488987,True,False,0.03357880190014839,,,,True,False,0.04360390827059746,True,False,0.055921655148267746,True,False,0.043110184371471405,True,False,0.045623816549777985,,,,True,False,0.051098234951496124,True,False,0.03483648970723152,True,False,0.038818661123514175,1.48645931618978,0.985548595883257,0.1536796536796537,0.03354978354978355
13,1700026L06Rik,True,False,0.032500218600034714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747261478212526,0.275853185598394,0.07927489177489178,0.010822510822510824
14,1700030K09Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.04382188990712166,7.40383786964698,2.58636834385712,0.07278138528138528,0.10119047619047619
15,1700086L19Rik,True,True,3.004089832305908,True,True,1.10191810131073,True,True,0.9513413906097412,True,True,1.0694516897201538,True,True,0.8975868821144104,True,True,0.86356121301651,True,True,0.7700636386871338,True,True,0.8744732141494751,True,True,0.8411449193954468,True,True,0.7107648849487305,True,True,1.0649720430374146,0.281441704447859,0.176241732599741,0.4494047619047619,0.10037878787878787
16,1810013L24Rik,,,,,,,True,False,0.028792012482881546,,,,True,False,0.028790097683668137,,,,True,False,0.046056315302848816,,,,,,,True,False,0.0955461785197258,,,,19.6434650821833,2.87497626826654,0.16206709956709958,0.12337662337662338
17,1810022K09Rik,,,,,,,,,,,,,,,,True,False,0.08931458741426468,,,,,,,,,,,,,,,,1.41106958170379,21.9457593983599,0.18614718614718614,0.21915584415584416
18,1810041L15Rik,True,True,0.048479676246643066,True,True,0.007731612306088209,True,True,0.02101813070476055,True,True,0.006902009714394808,True,True,0.02083444409072399,True,True,0.013615131378173828,True,True,0.02565917931497097,True,True,0.006484404671937227,True,True,0.021986883133649826,True,True,0.016797984018921852,True,True,0.019119028002023697,0.448061236715763,0.188294095744909,0.1471861471861472,0.031114718614718616
19,2010107G23Rik,True,False,0.5978618264198303,True,False,0.2943393886089325,True,False,0.3294339179992676,True,False,0.34830912947654724,True,False,0.28181833028793335,True,False,0.2398434430360794,True,False,0.48024746775627136,True,False,0.32939761877059937,True,False,0.21252703666687012,True,False,0.28633227944374084,True,False,0.22327597439289093,1.55654137779288,0.864231944262215,0.49431818181818177,0.022186147186147188
20,2210013O21Rik,True,False,1.7399452924728394,True,False,0.44952553510665894,True,False,0.6069096922874451,True,False,0.5504094362258911,True,False,0.4757024645805359,True,False,0.4022391438484192,True,False,0.5747356414794922,True,False,0.6245976090431213,True,False,0.48972606658935547,True,False,0.5594117045402527,True,False,0.4810534715652466,2.30947371578693,1.58871805634844,0.6731601731601731,0.0946969696969697
21,2210019I11Rik,True,False,0.38603052496910095,True,False,0.08506179600954056,True,False,0.10840041190385818,,,,True,False,0.0863865464925766,True,False,0.07999648153781891,True,False,0.1067298874258995,True,False,0.19701717793941498,True,False,0.09057721495628357,True,False,0.20266059041023254,True,False,0.2069350630044937,0.0951694613940216,0.346859472401331,0.03760822510822511,0.12716450216450215
22,2310009B15Rik,,,,,,,,,,,,,True,False,0.037815552204847336,,,,,,,,,,,,,,,,,,,2.1598550788003,20639.9416078356,0.3241341991341991,0.04897186147186147
23,2310022B05Rik,True,False,0.47011134028434753,,,,,,,True,False,0.17462566494941711,,,,,,,,,,,,,True,False,0.18630430102348328,,,,,,,2.80801868217822,inf,0.4599567099567099,0.008658008658008658
24,2310030G06Rik,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03455299139022827,,,,,,,25.0105308408546,0.684468027247729,0.306547619047619,0.04897186147186147
25,2310033P09Rik,,,,True,False,0.07148945331573486,True,False,0.10377390682697296,True,False,0.059883587062358856,True,False,0.09778991341590881,True,False,0.06427766382694244,,,,True,False,0.08866973221302032,True,False,0.0694526806473732,True,False,0.044488560408353806,True,False,0.06529685109853745,2.55922425426141,7.86659801270247,0.31926406926406925,0.09740259740259741
26,2310035C23Rik,,,,True,False,0.05834444612264633,True,False,0.06667172163724899,True,False,0.052830081433057785,,,,,,,,,,True,False,0.049829013645648956,True,False,0.06290435045957565,,,,True,False,0.12127479165792465,2.19311839006979,1.98481273229919,0.0911796536796537,0.1810064935064935
27,2310061I04Rik,,,,True,False,0.027561716735363007,True,False,0.039387449622154236,,,,True,False,0.024264220148324966,True,False,0.03253043070435524,True,False,0.036167748272418976,True,False,0.04631875082850456,True,False,0.03393157199025154,True,False,0.02953309752047062,True,False,0.04666222259402275,3.79278577561389,0.392490677729505,0.2508116883116883,0.021103896103896104
28,2410089E03Rik,,,,,,,,,,,,,,,,True,False,0.11038815975189209,,,,,,,True,False,0.05887310951948166,,,,,,,inf,1.30816748538455,0.0817099567099567,0.17694805194805194
29,2510009E07Rik,True,True,0.0025580693036317825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18508770565448,0.656570551128511,0.05735930735930736,0.06222943722943723
30,2510039O18Rik,,,,,,,,,,True,False,0.061440322548151016,True,False,0.05727729946374893,,,,True,False,0.058287061750888824,,,,True,False,0.05722348764538765,True,False,0.04295571893453598,,,,13.24129342067,0.898554691179822,0.3079004329004329,0.027326839826839824
31,2610002M06Rik,,,,,,,,,,,,,True,False,0.03463311865925789,,,,True,False,0.04446517303586006,,,,,,,,,,,,,2.67731277049601,0.220735035895118,0.22402597402597402,0.021645021645021648
32,2610008E11Rik,,,,True,False,0.06794440746307373,True,False,0.039737943559885025,,,,,,,,,,,,,,,,,,,True,False,0.03949173539876938,,,,2.86290973629374,1.14335532663137,0.09983766233766235,0.0946969696969697
33,2610035D17Rik,True,False,60.00788879394531,True,False,13.929933547973633,True,False,14.391447067260742,True,True,0.013413413427770138,True,False,25.84454917907715,True,False,25.926631927490234,True,True,0.013093603774905205,True,False,18.97895622253418,True,False,17.180328369140625,True,True,0.014505182392895222,True,False,15.73149585723877,1.15064840826614,0.512676321204512,0.23457792207792208,0.5051406926406926
34,2610037D02Rik,True,False,0.12646633386611938,True,False,0.047936707735061646,True,False,0.09599434584379196,True,False,0.037549298256635666,True,False,0.030965527519583702,,,,True,False,0.051019445061683655,True,False,0.03618190437555313,True,False,0.04085637256503105,,,,True,False,0.027213100343942642,2.76043089565212,0.95822918138116,0.13961038961038963,0.10930735930735931
35,2610301B20Rik,,,,,,,,,,True,False,0.03304485231637955,,,,,,,True,False,0.025104492902755737,,,,,,,,,,True,False,0.04833275452256203,9.02448186030171,2.26400500440364,0.1471861471861472,0.06466450216450216
36,2610507B11Rik,,,,,,,,,,,,,,,,,,,,,,True,False,0.028829017654061317,,,,,,,,,,3.1733619051206,1.19996495886979,0.13636363636363635,0.03760822510822511
37,2700049A03Rik,,,,,,,,,,,,,True,False,0.0447927862405777,,,,,,,,,,,,,,,,True,False,0.10576623678207397,1.66766794576211,1.09833210262378,0.18912337662337664,0.1314935064935065
38,2700094K13Rik,,,,True,True,0.01202949695289135,,,,True,False,0.038817428052425385,,,,True,False,0.03232384845614433,,,,,,,,,,True,True,0.011226847767829895,,,,0.576710788399976,0.375724291124944,0.1810064935064935,0.029491341991341995
39,2810403A07Rik,,,,,,,True,False,0.06762860715389252,True,False,0.05088557302951813,,,,,,,True,False,0.0781618058681488,,,,True,False,0.15917733311653137,,,,True,False,0.10612376034259796,5.04590758213262,4.52726301443817,0.1571969696969697,0.2058982683982684
40,2810417H13Rik,True,False,9.614009857177734,True,True,1.3202461004257202,True,False,2.4394941329956055,True,True,0.9442083239555359,True,False,3.3477392196655273,True,True,1.0614551305770874,True,False,3.193368911743164,True,False,3.4001636505126953,True,True,1.015526294708252,True,True,1.3463300466537476,True,True,1.0378658771514893,0.0703783032093621,0.0720863800958829,0.19426406926406925,0.010281385281385282
41,2810474O19Rik,,,,,,,,,,,,,,,,True,False,0.01896929368376732,,,,,,,,,,,,,,,,1.58976369933405,inf,0.21428571428571427,0.01731601731601732
42,2900026A02Rik,,,,True,False,0.12862710654735565,,,,True,False,0.12607108056545258,True,False,0.12151207774877548,True,False,0.10758358985185623,True,False,0.14306418597698212,True,False,0.11987745016813278,True,False,0.12068288028240204,True,False,0.1393163502216339,True,False,0.15406402945518494,2.03187962404829,1.08778235193302,0.2196969696969697,0.17343073593073594
43,2900076A07Rik,,,,,,,,,,,,,,,,,,,,,,True,False,0.04804033786058426,,,,True,False,0.07350396364927292,,,,2.74855701665339,3.29811225362949,0.10470779220779221,0.12878787878787878
44,3010003L21Rik,,,,,,,,,,True,False,0.03179224953055382,True,False,0.07593630999326706,,,,,,,,,,True,False,0.03081541508436203,,,,,,,0.918900261590059,4.53355713521315,0.057900432900432904,0.11580086580086581
45,4833420G17Rik,,,,True,False,0.06902249157428741,True,False,0.054415807127952576,,,,True,False,0.02697918377816677,True,False,0.05262541398406029,True,False,0.11349435150623322,True,False,0.0612349659204483,,,,,,,True,False,0.06891866773366928,7.1299564007451,1.67233800917976,0.21374458874458874,0.11742424242424243
46,4833439L19Rik,True,False,0.38366594910621643,True,False,0.20151396095752716,True,False,0.15735949575901031,True,False,0.1718706339597702,True,False,0.13977675139904022,True,False,0.1714111566543579,True,False,0.16635526716709137,True,False,0.13830333948135376,True,False,0.15703189373016357,True,False,0.1280260682106018,True,False,0.16289213299751282,4.01907573617441,0.804278184024319,0.4829545454545454,0.05952380952380952
47,4930402H24Rik,,,,,,,True,False,0.3858310282230377,True,False,0.399564266204834,True,False,0.7810595035552979,True,False,0.45805472135543823,,,,True,False,0.28582143783569336,,,,,,,True,False,0.3488062024116516,2.88750712186143,2.7044490743777,0.1536796536796537,0.46753246753246747
48,4931406C07Rik,,,,True,False,0.031388577073812485,True,False,0.043614309281110764,True,False,0.030445119366049767,True,False,0.055695053189992905,,,,True,False,0.042205363512039185,,,,True,False,0.025474580004811287,True,False,0.04692693427205086,True,False,0.02616315893828869,0.881043665784012,0.570704268360209,0.22943722943722944,0.03354978354978355
49,4932438A13Rik,,,,,,,True,False,0.036299239844083786,True,False,0.030875561758875847,,,,,,,True,False,0.02160683274269104,True,False,0.032217394560575485,,,,True,False,0.04892674461007118,True,False,0.038490790873765945,2.89605089248054,2.46927377506031,0.11255411255411255,0.11417748917748918
50,4933434E20Rik,,,,,,,True,False,0.10256193578243256,,,,True,False,0.07782259583473206,True,False,0.08438101410865784,,,,,,,True,False,0.07785893976688385,True,False,0.08876969665288925,,,,7.56349638051261,8.5628111038355,0.4588744588744589,0.15313852813852816
51,5330417C22Rik,True,True,0.01161399856209755,,,,True,True,0.003318333299830556,True,False,1.9476826190948486,True,True,0.0033349355217069387,True,True,0.011267402209341526,True,True,0.002848602831363678,True,False,0.5608671307563782,,,,True,True,0.008878839202225208,True,True,0.0035802586935460567,1.30036878226901,0.659211933015069,0.14745670995670995,0.24864718614718614
52,6430573F11Rik,True,True,0.0036167996004223824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669178529420488,0.13984495382547,0.05113636363636364,0.03273809523809524
53,9030622O22Rik,True,False,53.518211364746094,True,False,9.163033485412598,True,False,6.825777530670166,True,False,9.436856269836426,True,False,13.771395683288574,True,False,7.470455169677734,,,,,,,True,False,9.133467674255371,True,False,6.334760665893555,True,False,9.034454345703125,0.982637546614548,0.728563319691587,0.04220779220779221,0.5449134199134198
54,9130011E15Rik,True,False,0.44863203167915344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482576194727207,2.66768991188263,0.01325757575757576,0.2508116883116883
55,9930021J03Rik,,,,,,,True,False,0.22010739147663116,True,False,0.12237616628408432,,,,,,,True,False,0.30138063430786133,True,False,0.14296431839466095,,,,True,False,0.28315043449401855,True,False,0.16042041778564453,5.78174670426746,2.2461260972568,0.1912878787878788,0.2951839826839827
56,A1cf,True,True,0.036100003868341446,True,True,0.007359564770013094,True,True,0.005889158230274916,True,True,0.007502639666199684,True,True,0.007021001074463129,True,True,0.007586594205349684,True,True,0.00708116265013814,True,True,0.006580062676221132,True,True,0.006075873505324125,True,True,0.006613466423004866,True,True,0.006448970176279545,0.2850718397833,0.270222789017677,0.10957792207792208,0.11174242424242425
57,AI314180,,,,,,,,,,,,,True,False,0.17131684720516205,,,,,,,,,,,,,,,,,,,3.36605024999837,1.64448354083751,0.1431277056277056,0.16396103896103897
58,AI846148,,,,True,False,0.09166872501373291,,,,True,False,0.03320382907986641,True,False,0.05847442150115967,,,,True,False,0.06243470311164856,True,False,0.05080731585621834,,,,True,False,0.04566243290901184,,,,5.22745247216744,2.47211785374714,0.14583333333333334,0.13528138528138528
59,AU019823,True,False,0.04639953002333641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53124148094573,0.217608290592511,0.16531385281385283,0.0137987012987013
60,AW554918,,,,,,,True,False,0.20377901196479797,True,False,0.21044541895389557,,,,,,,,,,,,,True,False,0.08117391914129257,True,False,0.21518340706825256,,,,0.898554691194306,1.71421021988403,0.027326839826839828,0.29085497835497837
61,Aacs,True,True,0.03534971550107002,True,True,0.0100470669567585,True,False,0.11196053773164749,True,True,0.008214320056140423,True,True,0.009659897536039352,True,False,0.13042926788330078,True,True,0.00902814231812954,True,True,0.0086579704657197,True,True,0.009995769709348679,True,True,0.010107885114848614,True,False,0.10647100955247879,1.3200875382661,0.675428529455471,0.21834415584415584,0.10091991341991342
62,Aak1,,,,,,,,,,True,False,0.08355661481618881,,,,True,False,0.16736428439617157,,,,True,False,0.09388215839862823,,,,,,,True,False,0.08717064559459686,2.67927225261901,1.47522421879748,0.12256493506493507,0.21428571428571427
63,Aars,,,,,,,True,False,0.12532243132591248,,,,True,False,0.09687519818544388,True,False,0.08915209025144577,,,,,,,True,False,0.08032713085412979,True,False,0.09450910240411758,,,,2.18957656190271,0.840619811443387,0.4788961038961039,0.037608225108225105
64,Aatf,,,,True,False,0.03264700621366501,,,,True,False,0.06157692149281502,,,,True,False,0.02268071472644806,,,,True,False,0.036434587091207504,,,,,,,True,False,0.04506024345755577,2.06947130064822,1.50802175201902,0.15043290043290045,0.10200216450216451
65,Abat,True,True,0.002653653733432293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628446634314268,0.267882620208944,0.06006493506493507,0.05817099567099567
66,Abca1,True,True,0.011153953149914742,True,False,0.05482109636068344,True,True,0.0034660822711884975,True,False,0.041370492428541183,True,False,0.078993059694767,True,False,0.053314339369535446,True,False,0.0631701648235321,True,False,0.09691932797431946,True,False,0.049443844705820084,,,,True,False,0.062514528632164,1.13008999769165,0.655858307192024,0.13663419913419914,0.07575757575757576
67,Abca7,True,True,0.0020556144881993532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452154784528697,0.609917376333523,0.05005411255411256,0.09604978354978355
68,Abcb10,,,,,,,True,False,0.0432465523481369,True,False,0.03973187506198883,,,,,,,,,,,,,,,,,,,True,False,0.05632786452770233,1.23190623645688,0.381491566041476,0.10633116883116883,0.04707792207792208
69,Abcb9,True,True,0.006684462074190378,True,True,0.0033497149124741554,True,True,0.002184333046898246,True,True,0.0036749858409166336,True,True,0.002503185300156474,True,True,0.002446215832605958,True,True,0.0032399739138782024,True,True,0.003067543962970376,True,True,0.0028803686145693064,True,True,0.0042657204903662205,True,True,0.002244932111352682,1.02458701466963,0.754632438344451,0.13690476190476192,0.10876623376623376
70,Abcc4,,,,,,,True,False,0.2573782205581665,,,,,,,,,,True,False,0.2340293526649475,,,,True,False,0.2889941334724426,,,,,,,0.960944511482365,0.953978254066526,0.06601731601731603,0.14204545454545453
71,Abcc8,True,True,0.19211901724338531,True,True,0.1067362055182457,True,True,0.04933894798159599,True,True,0.09421137720346451,True,True,0.05274267867207527,True,True,0.05591731518507004,True,True,0.052852798253297806,True,True,0.06624138355255127,True,True,0.06071861460804939,True,True,0.05616120249032974,True,True,0.07754090428352356,0.421291271411458,0.490728770113504,0.4055735930735931,0.4894480519480519
72,Abce1,,,,,,,True,False,0.03458058834075928,True,False,0.034651849418878555,,,,True,False,0.020664211362600327,True,False,0.03436281532049179,True,False,0.03091682866215706,,,,,,,True,False,0.036962006241083145,2.32013759688693,0.433220236875892,0.26190476190476186,0.037608225108225105
73,Abcf3,True,False,0.11032835394144058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6526540115633,0.226637593401397,0.2941017316017316,0.010010822510822512
74,Abcg1,True,True,0.005940521135926247,True,False,0.04137427359819412,True,False,0.060231056064367294,True,False,0.06366968154907227,,,,,,,True,True,0.0024136765860021114,True,True,0.006919188890606165,True,False,0.039113208651542664,True,True,0.002121367258951068,True,True,0.0020968846511095762,0.971726848495659,1.33668399080204,0.09632034632034633,0.08928571428571429
75,Abhd16a,,,,,,,,,,,,,,,,,,,,,,True,False,0.10301564633846283,True,False,0.17629896104335785,,,,,,,10.9604454518416,1.31419299459811,0.44886363636363635,0.08955627705627707
76,Abhd17b,,,,True,False,0.08157907426357269,True,False,0.13132159411907196,True,False,0.1376572549343109,,,,True,False,0.18072064220905304,,,,,,,True,False,0.0854598805308342,True,False,0.09654159098863602,True,False,0.09727694094181061,23.842810653912,1.08028326831423,0.2353896103896104,0.2050865800865801
77,Abhd18,True,False,0.3119634985923767,True,False,0.09577921032905579,,,,,,,True,False,0.09824906289577484,True,False,0.0928446426987648,,,,True,False,0.10229258984327316,,,,,,,,,,2.76064488531274,1.46265390143082,0.047619047619047616,0.18858225108225107
78,Abhd2,True,False,0.16940775513648987,True,False,0.05741451308131218,,,,True,False,0.05667147785425186,True,False,0.04756473749876022,,,,True,False,0.05932483449578285,True,False,0.06231211870908737,,,,,,,True,False,0.05838684365153313,0.701553147952946,0.698973356956106,0.07927489177489178,0.10849567099567099
79,Abl2,,,,,,,,,,,,,,,,,,,,,,True,False,0.07416389137506485,,,,,,,,,,45448.4917040483,2.23652391420281,0.06574675324675325,0.23944805194805197
80,Abr,,,,,,,True,False,0.5498441457748413,True,False,0.2408137321472168,,,,,,,,,,True,False,0.4061869978904724,True,False,0.2291473150253296,True,False,0.4322243928909302,,,,3.53934321620627,1.10617445662537,0.14177489177489178,0.2786796536796537
81,Abracl,True,False,0.22726023197174072,True,False,0.11465946584939957,True,False,0.1730778068304062,True,False,0.16365347802639008,True,False,0.10381148010492325,True,False,0.14411039650440216,True,False,0.15798544883728027,True,False,0.12753163278102875,True,False,0.15027888119220734,True,False,0.10295575857162476,True,False,0.18064267933368683,1.972142053593,0.525109364433814,0.6212121212121212,0.053841991341991344
82,Acaa2,True,False,0.4856015145778656,True,False,0.1825122982263565,True,False,0.2501738965511322,True,False,0.2894209921360016,True,False,0.21382269263267517,,,,True,False,0.2579140365123749,True,False,0.2891440987586975,True,False,0.20891757309436798,True,False,0.20827341079711914,True,False,0.22690080106258392,0.768003873787684,inf,0.4461580086580087,0.0137987012987013
83,Acadl,,,,True,False,0.0650448352098465,True,False,0.07930135726928711,True,False,0.07914718985557556,True,False,0.07400933653116226,True,False,0.08317137509584427,True,False,0.06952138245105743,True,False,0.07504594326019287,True,False,0.07617337256669998,True,False,0.07439928501844406,True,False,0.0769529938697815,1.41407935008822,2.0544456481317,0.43695887445887444,0.05546536796536797
84,Acadm,True,False,0.19567492604255676,True,False,0.0843365266919136,,,,True,False,0.0719316229224205,,,,,,,,,,,,,,,,True,False,0.07175282388925552,,,,1.16987138664662,1.57540222926431,0.3579545454545454,0.018127705627705628
85,Acadsb,True,True,0.019054824486374855,True,False,0.10429862886667252,True,False,0.09504289925098419,True,False,0.1517041027545929,True,False,0.09969481825828552,True,True,0.004691543057560921,True,False,0.08643560111522675,True,False,0.18334399163722992,True,False,0.06496035307645798,True,False,0.15667174756526947,True,True,0.0036252669524401426,1.71896711299752,0.552855948447023,0.16883116883116883,0.10714285714285715
86,Acap2,,,,,,,,,,,,,True,False,0.05530254915356636,True,False,0.06987357139587402,,,,,,,,,,,,,,,,2.50599073905539,0.987684035201816,0.0946969696969697,0.15043290043290045
87,Acat1,True,True,0.11840865015983582,True,False,0.21597708761692047,True,False,0.21783150732517242,True,False,0.209106907248497,True,False,0.1935887485742569,True,False,0.1281546950340271,True,True,0.037222970277071,True,False,0.3068773150444031,True,False,0.1591992825269699,True,False,0.18066281080245972,True,False,0.24653436243534088,2.43548116156863,1.05257300136335,0.5100108225108224,0.07711038961038962
88,Acbd3,,,,True,False,0.042048390954732895,True,False,0.04191118851304054,True,False,0.03685488551855087,True,False,0.04218125715851784,True,False,0.05190400406718254,True,False,0.03720793128013611,,,,True,False,0.03609830513596535,True,False,0.0428493432700634,,,,4.31830664224475,0.416158878889975,0.2870670995670995,0.03706709956709957
89,Acbd5,True,False,0.13614289462566376,True,False,0.04813427850604057,True,False,0.09621049463748932,True,False,0.06981546431779861,True,False,0.06545373052358627,True,False,0.09237776696681976,True,False,0.061962492763996124,,,,True,False,0.058911584317684174,True,False,0.056108102202415466,True,False,0.04945841059088707,7.57339245816825,1.63919042473443,0.18966450216450215,0.13582251082251082
90,Acly,True,True,0.7343794703483582,True,True,0.14169393479824066,True,True,0.16188280284404755,True,True,0.13788995146751404,True,True,0.16502198576927185,True,True,0.15786540508270264,True,True,0.1634402573108673,True,True,0.14403071999549866,True,True,0.1834663301706314,True,True,0.16069231927394867,True,True,0.14827057719230652,2.25851181089748,1.56464688031536,0.6872294372294372,0.11823593073593075
91,Acot1,True,False,3.1964340209960938,,,,,,,,,,True,False,0.986777126789093,,,,,,,,,,,,,,,,,,,0.510756321948328,inf,0.5018939393939393,0.002435064935064935
92,Acot13,,,,,,,,,,,,,,,,,,,,,,True,False,0.10134251415729523,,,,,,,,,,6.31742639044252,0.297705269536804,0.5297619047619048,0.04301948051948052
93,Acot7,True,True,0.029095971956849098,True,False,0.028320642188191414,,,,,,,,,,,,,,,,,,,,,,True,True,0.00683268578723073,,,,0.343322368735138,0.225339615844323,0.12716450216450217,0.017045454545454544
94,Acox1,,,,,,,True,False,0.036335233598947525,True,False,0.05224032327532768,,,,True,False,0.03184863179922104,,,,True,False,0.03271546959877014,,,,True,False,0.030434150248765945,True,False,0.03452618047595024,9.44648564977477,1.14160067264186,0.15395021645021645,0.07034632034632035
95,Acp6,,,,,,,,,,,,,,,,,,,,,,True,False,0.03304155543446541,,,,,,,,,,3.33443597826449,0.842833156042728,0.1902056277056277,0.04816017316017317
96,Acsl1,True,True,0.05377250909805298,True,True,0.00930691510438919,True,True,0.015103218145668507,True,True,0.009316353127360344,True,True,0.009663191623985767,True,True,0.006582757458090782,True,True,0.01493452861905098,True,True,0.010036668740212917,True,True,0.01254622358828783,True,True,0.010880248621106148,True,True,0.010941712185740471,0.0435003946630891,0.0444037089339553,0.04274891774891776,0.053571428571428575
97,Acsl5,,,,True,False,0.061847981065511703,True,False,0.07088952511548996,True,False,0.051353998482227325,True,False,0.07774985581636429,True,False,0.04010467231273651,True,False,0.06375062465667725,True,False,0.05869640037417412,True,False,0.05119748041033745,True,True,0.010426978580653667,True,False,0.05430173501372337,0.708802667243576,0.475203597801516,0.24025974025974026,0.04410173160173161
98,Actb,True,False,57.513832092285156,True,False,12.302362442016602,True,False,25.475238800048828,True,False,20.118534088134766,True,False,14.836761474609375,True,False,16.980064392089844,True,False,14.858104705810547,True,False,16.36826515197754,True,False,14.196272850036621,True,False,12.257366180419922,,,,3.22704583008594,0.996033888740662,0.9997294372294372,0.8051948051948051
99,Actg1,,,,True,False,17.72212791442871,True,False,20.27613067626953,,,,True,False,13.710193634033203,True,False,15.417013168334961,True,False,19.83346176147461,,,,True,False,15.168532371520996,True,False,13.019983291625977,True,False,21.45277214050293,3.84938695803192,1.72572730631359,0.9983766233766233,0.045995670995671
100,Actn1,,,,True,False,0.11113090813159943,True,False,0.1845417469739914,True,False,0.20165780186653137,True,False,0.09629742801189423,True,False,0.1181332990527153,True,False,0.09165166318416595,True,False,0.09745065122842789,True,False,0.09245225042104721,True,False,0.1537473052740097,True,False,0.09674908965826035,1.30728008241728,0.631890769276049,0.40124458874458874,0.13474025974025977
101,Actn4,True,True,0.1154341846704483,True,True,0.024273833259940147,True,True,0.017783349379897118,True,True,0.019480444490909576,True,True,0.024443231523036957,True,True,0.024614891037344933,True,True,0.019675761461257935,True,True,0.02064785547554493,True,True,0.017102891579270363,True,True,0.021893227472901344,True,True,0.018825236707925797,1.15531331988119,0.390885072535084,0.5083874458874459,0.2408008658008658
